Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Son estos datos necesarios para usar tu aplicación o pueden los usuarios elegir si se recogen o no?/La recogida de datos es necesaria (los usuarios no pueden desactivarla)
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Funcionalidad de la aplicación
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Análisis
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y gestión de datos (Registros de fallos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Prevención de fraudes, seguridad y cumplimiento"
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Gestión de cuentas
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Funcionalidad de la aplicación
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Análisis
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y gestión de datos (Registros de fallos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Prevención de fraudes, seguridad y cumplimiento"
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_CRASH_LOGS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y gestión de datos (Registros de fallos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Gestión de cuentas
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso y gestión de datos (Diagnósticos)/¿Tu aplicación recoge estos datos, los comparte o hace ambas cosas?/Se recogen"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y gestión de datos (Diagnósticos)/¿Tu aplicación recoge estos datos, los comparte o hace ambas cosas?/Se comparten"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y gestión de datos (Diagnósticos)/¿Se tratan estos datos de forma temporal?
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Son estos datos necesarios para usar tu aplicación o pueden los usuarios elegir si se recogen o no?/Los usuarios pueden elegir si se recogen estos datos o no
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Son estos datos necesarios para usar tu aplicación o pueden los usuarios elegir si se recogen o no?/La recogida de datos es necesaria (los usuarios no pueden desactivarla)
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Funcionalidad de la aplicación
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Análisis
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y gestión de datos (Diagnósticos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Prevención de fraudes, seguridad y cumplimiento"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Gestión de cuentas
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Funcionalidad de la aplicación
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Análisis
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y gestión de datos (Diagnósticos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Prevención de fraudes, seguridad y cumplimiento"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y gestión de datos (Diagnósticos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Gestión de cuentas
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Tu aplicación recoge estos datos, los comparte o hace ambas cosas?/Se recogen"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Tu aplicación recoge estos datos, los comparte o hace ambas cosas?/Se comparten"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Se tratan estos datos de forma temporal?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Son estos datos necesarios para usar tu aplicación o pueden los usuarios elegir si se recogen o no?/Los usuarios pueden elegir si se recogen estos datos o no
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Son estos datos necesarios para usar tu aplicación o pueden los usuarios elegir si se recogen o no?/La recogida de datos es necesaria (los usuarios no pueden desactivarla)
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Funcionalidad de la aplicación
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Análisis
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Prevención de fraudes, seguridad y cumplimiento"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Gestión de cuentas
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Funcionalidad de la aplicación
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Análisis
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Prevención de fraudes, seguridad y cumplimiento"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y gestión de datos (Otros datos de rendimiento de la aplicación)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Gestión de cuentas
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso y gestión de datos (Archivos y documentos)/¿Tu aplicación recoge estos datos, los comparte o hace ambas cosas?/Se recogen"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y gestión de datos (Archivos y documentos)/¿Tu aplicación recoge estos datos, los comparte o hace ambas cosas?/Se comparten"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y gestión de datos (Archivos y documentos)/¿Se tratan estos datos de forma temporal?
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Son estos datos necesarios para usar tu aplicación o pueden los usuarios elegir si se recogen o no?/Los usuarios pueden elegir si se recogen estos datos o no
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Son estos datos necesarios para usar tu aplicación o pueden los usuarios elegir si se recogen o no?/La recogida de datos es necesaria (los usuarios no pueden desactivarla)
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Funcionalidad de la aplicación
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Análisis
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y gestión de datos (Archivos y documentos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Prevención de fraudes, seguridad y cumplimiento"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Gestión de cuentas
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Funcionalidad de la aplicación
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Análisis
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y gestión de datos (Archivos y documentos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Prevención de fraudes, seguridad y cumplimiento"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y gestión de datos (Archivos y documentos)/¿Por qué se comparten estos datos de usuario? Selecciona todas las opciones que correspondan./Gestión de cuentas
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,"Uso y gestión de datos (Interacciones con la aplicación)/¿Tu aplicación recoge estos datos, los comparte o hace ambas cosas?/Se recogen"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,true,MULTIPLE_CHOICE,"Uso y gestión de datos (Interacciones con la aplicación)/¿Tu aplicación recoge estos datos, los comparte o hace ambas cosas?/Se comparten"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,Uso y gestión de datos (Interacciones con la aplicación)/¿Se tratan estos datos de forma temporal?
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,true,SINGLE_CHOICE,Uso y gestión de datos (Interacciones con la aplicación)/¿Son estos datos necesarios para usar tu aplicación o pueden los usuarios elegir si se recogen o no?/Los usuarios pueden elegir si se recogen estos datos o no
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y gestión de datos (Interacciones con la aplicación)/¿Son estos datos necesarios para usar tu aplicación o pueden los usuarios elegir si se recogen o no?/La recogida de datos es necesaria (los usuarios no pueden desactivarla)
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Uso y gestión de datos (Interacciones con la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Funcionalidad de la aplicación
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,true,MULTIPLE_CHOICE,Uso y gestión de datos (Interacciones con la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Análisis
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y gestión de datos (Interacciones con la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y gestión de datos (Interacciones con la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Prevención de fraudes, seguridad y cumplimiento"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,true,MULTIPLE_CHOICE,Uso y gestión de datos (Interacciones con la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,true,MULTIPLE_CHOICE,Uso y gestión de datos (Interacciones con la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y gestión de datos (Interacciones con la aplicación)/¿Por qué se recogen estos datos de usuario? Selecciona todas las opciones que correspondan./Gestión de cuentas
